                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.65131,                 1.3793,                 5.0775,                 1.0874,                      1,                0.99985,                  0.995,                0.95661,                      1,                0.99985,                  0.995,                0.91822,                0.41805,                0.86684,                 4.1538,                0.86135,             0.00029854,             0.00029854,             0.00029854
                      1,                0.51544,                0.54951,                 2.9084,                0.92579,                      1,                0.97003,                  0.995,                  0.995,                      1,                0.97003,                  0.995,                0.95268,                0.34607,                0.54892,                 2.8596,                0.81227,             0.00030378,             0.00030378,             0.00030378
