                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.9868,                 5.1876,                 4.1357,                      0,                      0,                      0,                      0,                0.21385,                 12.375,                0.12539,             0.00041258,             0.00041258,             0.00041258
